tenderer,winnerUrl,winner,amount,tendererUrl,date,title
BH Telecom d.d. Sarajevo,/website/bih/company/preview/97079/ASA-PSS-d-o-o-Sarajevo,ASA PSS d.o.o. Sarajevo,"55.000,00 KM",/website/bih/company/preview/92644/BH-Telecom-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Servisiranje i opravka vozila Škoda
BH Telecom d.d. Sarajevo,/website/bih/company/preview/95547/UNIS-TELEKOM-d-d-Mostar,UNIS TELEKOM d.d. Mostar,"2.148.460,00 KM",/website/bih/company/preview/92644/BH-Telecom-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Nabavka multiservisnih radio-relejnih uređaja
Klinička bolnica Mostar,/website/bih/company/preview/97668/HIFA-d-o-o-Tešanj,HIFA d.o.o. Tešanj,"1.299.700,00 KM",/website/bih/company/preview/96865/Klinička-bolnica-Mostar,"
									objavljen : 28.10.2013,","Nabava lož ulja za godišnje, sukcesivne potrebe Kliničke bolnice Mostar"
Elektroprivreda BiH d.d. Sarajevo,,,"749.983,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Održavanje SAP sistema
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/5030971/S-CONSALTING-d-o-o-Mostar,S CONSALTING d.o.o. Mostar,"53.001,60 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Održavanje DMS KUF aplikacije (Knjiga ulaznih faktura)
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/97137/ZEDIS-d-o-o-Zenica,ZEDIS d.o.o. Zenica,"58.726,50 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Geodetski poslovi za potrebe izrade Glavnog projekta HE Vranduk
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/96875/TEHNOGRAD-d-o-o-Tuzla,TEHNOGRAD d.o.o.Tuzla,"166.407,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Unutrašnja adaptacija i sanacija prostorija centralnog kupatila u TE Tuzla
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/98993/ANNOA-d-o-o-Tuzla,ANNOA d.o.o. Tuzla,"89.652,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,","Zaštitni šljemovi, naočale, štitnici, zaštitne rukavice i sanitetska oprema"
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/95230/Koteks-d-o-o-Tešanj,Koteks d.o.o. Tešanj,"252.608,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,","Zaštitna i radna odjeća za profesionalnu upotrebu, radne uniforme i službena odjeća za profesionalnu upotrebu"
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/96024/MALCOM-d-o-o-Sarajevo,MALCOM d.o.o. Sarajevo,"74.174,90 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Zaštitni opasači i penjalice za drvene i betonske stubove
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/96024/MALCOM-d-o-o-Sarajevo,MALCOM d.o.o. Sarajevo,"499.882,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Spojna i ovjesna oprema za SKS za potrebe elektrodistributivnih podružnica JP Elektroprivreda BiH dd Sarajevo
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/101201/POLO-d-o-o-Kalesija,POLO d.o.o. Kalesija,"1.325.990,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 28.10.2013,",Nabavka dizel goriva za potrebe proizvodnih dijelova JP EP BiH
Opština Brod,/website/bih/company/preview/96162/UNIVERZAL-BS-d-1086-1086-Derventa,UNIVERZAL BS d.о.о. Derventa,"33.487,00 KM",/website/bih/company/preview/95784/Opština-Brod,"
									objavljen : 28.10.2013,",Nastavak obnove društvenog doma u MZ Kolibe Donje
Opština Brod,/website/bih/company/preview/106523/PROGRES-GRADNJA-d-o-o-Banja-Luka,PROGRES-GRADNJA d.o.o. Banja Luka,"14.990,30 KM",/website/bih/company/preview/95784/Opština-Brod,"
									objavljen : 28.10.2013,",Sanacija dijela društvenog doma u MZ Sijekovac
Opština Brod,/website/bih/company/preview/100621/GRATOD-d-o-o-Banja-Luka,GRATOD d.o.o Banja Luka,"34.191,30 KM",/website/bih/company/preview/95784/Opština-Brod,"
									objavljen : 28.10.2013,",Sanacija doma kulture u naselju Liješće
JP AUTOCESTE FBIH d.o.o. Mostar,/website/bih/company/preview/98802/BS-Telecom-Solutions-d-o-o-Sarajevo,BS Telecom Solutions d.o.o. Sarajevo,"147.090,00 KM",/website/bih/company/preview/97346/JP-AUTOCESTE-FBIH-d-o-o-Mostar,"
									objavljen : 28.10.2013,",Nadogradnja i rekonsolidacija HA baze podataka sa Oracle StandardEdition One na Standard Edition sa Real Application Cluster-om
Klinički centar Banja Luka,/website/bih/company/preview/97206/LADA-AUTO-d-o-o-Banja-Luka,LADA AUTO d.o.o. Banja Luka,"20,00 KM",/website/bih/company/preview/95683/Klinički-centar-Banja-Luka,"
									objavljen : 28.10.2013,",Popravka i održavanje motornih vozila voznog parka Kliničkog centra Banja Luka
Klinički centar Banja Luka,/website/bih/company/preview/5083873/STEPMED-d-1086-1086-Banja-Luka,STEPMED d.о.о. Banja Luka,"936,00 KM",/website/bih/company/preview/95683/Klinički-centar-Banja-Luka,"
									objavljen : 28.10.2013,",Nabavka šprica za RAC i igala za RAC
Klinički centar Banja Luka,/website/bih/company/preview/5083873/STEPMED-d-1086-1086-Banja-Luka,STEPMED d.о.о. Banja Luka,"19.773,00 KM",/website/bih/company/preview/95683/Klinički-centar-Banja-Luka,"
									objavljen : 28.10.2013,",Nabavka igala za RAC
Klinički centar Banja Luka,/website/bih/company/preview/95117/SIEMENS-d-o-o-Sarajevo,SIEMENS d.o.o Sarajevo,"18.017,00 KM",/website/bih/company/preview/95683/Klinički-centar-Banja-Luka,"
									objavljen : 28.10.2013,",Nabavka i ugradnja dijelova za KT aparat SIEMENS SOMATOM SENSATION 16 za potrebe Zavoda za radiologiju
Klinički centar u Tuzli,/website/bih/company/preview/108909/SINGULARIA-d-o-o-Tuzla,SINGULARIA d.o.o. Tuzla,"396,58 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Ostali pribor za vrata i oprema i dijelovi za baterije minnoti sedal- Italija
Klinički centar u Tuzli,/website/bih/company/preview/101787/DURMIĆ-zanatska-radnja-alatnica-Tuzla,"DURMIĆ zanatska radnja-alatnica, Tuzla","154.738,00 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Segmenti lanca i oprema za kotlove BKR 70 i BKR 50 i dijelovi za sušionik
Klinički centar u Tuzli,/website/bih/company/preview/5083369/HIDROFLEKS-d-o-o-Tuzla,HIDROFLEKS d.o.o. Tuzla,"35.960,10 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Pumpe za kotlovska postrojenja
Klinički centar u Tuzli,/website/bih/company/preview/98309/METALOTEHNA-d-d-TUZLA,METALOTEHNA d.d. TUZLA,"25.971,20 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Ležajevi i zaptivači za ležajeve
Elektroprenos Banja Luka,/website/bih/company/preview/96784/FERHEM-d-o-o-Lukavac,FERHEM d.o.o. Lukavac,"50.129,50 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 28.10.2013,",Nabavka pocinčane željezne konstrukcije i vijaka za potrebe OP Tuzla
Elektroprenos Banja Luka,/website/bih/company/preview/104627/BG-ENERGO-TIM-d-1086-1086-Prijedor,BG ENERGO-TIM d.о.о. Prijedor,"59.845,00 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 28.10.2013,",Isporuka opreme: VN i SN potporni izolatori za potrebe Elektroprenos-a BiH Operativno područje Sarajevo
Elektroprenos Banja Luka,,,"9.583,57 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 28.10.2013,",Priprema i provođenje dva nadzorna audita tokom 2014 i 2015 godine prema EN ISO 9001:2008
Klinički centar u Tuzli,/website/bih/company/preview/98543/Riko-d-o-o-Tuzla,Riko d.o.o. Tuzla,"10.387,00 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Ulje i mast
Elektroprenos Banja Luka,/website/bih/company/preview/95117/SIEMENS-d-o-o-Sarajevo,SIEMENS d.o.o Sarajevo,"64.250,00 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 28.10.2013,",Nabavka rezervnih dijelova za SCADA sisteme
Elektroprenos Banja Luka,/website/bih/company/preview/95553/NOVO-TEKS-d-o-o-Banja-Luka,NOVO-TEKS d.o.o Banja Luka,"64.007,30 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 28.10.2013,",Nabavka namirnica i napitaka
Visoko sudsko i tužilačko vijeće BiH Sarajevo,/website/bih/company/preview/98333/KAMER-COMMERCE-d-o-o-Sarajevo,KAMER COMMERCE d.o.o. Sarajevo,"58.445,00 KM",/website/bih/company/preview/95990/Visoko-sudsko-i-tužilačko-vijeće-BiH-Sarajevo,"
									objavljen : 28.10.2013,",Prenosni računari
Granična policija BiH Sarajevo,/website/bih/company/preview/100276/NETWORK-I-d-o-o-Bijeljina,NETWORK I d.o.o. Bijeljina,"191.880,00 KM",/website/bih/company/preview/96126/Granična-policija-BiH-Sarajevo,"
									objavljen : 28.10.2013,",Nabavka čitača dokumenata
JZU Institut za zaštitu zdravlja Banja Luka,/website/bih/company/preview/99537/EURO-LAB-d-1086-1086-Bijeljina,EURO LAB d.о.о. Bijeljina,"47.654,30 KM",/website/bih/company/preview/99274/JZU-Institut-za-zaštitu-zdravlja-Banja-Luka,"
									objavljen : 28.10.2013,",Hranljive bakteriološke podloge
JZU Institut za zaštitu zdravlja Banja Luka,/website/bih/company/preview/95938/KRAJINALIJEK-a-d-Banja-Luka,KRAJINALIJEK a.d. Banja Luka,"48.803,10 KM",/website/bih/company/preview/99274/JZU-Institut-za-zaštitu-zdravlja-Banja-Luka,"
									objavljen : 28.10.2013,","Gotove hranljive bakteriološke podloge, hranljive bakteriološke podloge po iso standardu i Serumi"
JZU Institut za zaštitu zdravlja Banja Luka,/website/bih/company/preview/95942/BROMA-BEL-d-o-o-Laktaši,BROMA BEL d.o.o. Laktaši,"133.857,00 KM",/website/bih/company/preview/99274/JZU-Institut-za-zaštitu-zdravlja-Banja-Luka,"
									objavljen : 28.10.2013,",Testovi virusologija
JZU Institut za zaštitu zdravlja Banja Luka,/website/bih/company/preview/5086977/Biomedica-d-o-o-Sarajevo,Biomedica d.o.o. Sarajevo,"5.766,21 KM",/website/bih/company/preview/99274/JZU-Institut-za-zaštitu-zdravlja-Banja-Luka,"
									objavljen : 28.10.2013,",Referentni sojevi i spore i potrošni materijal za pcr clamydia
JZU Institut za zaštitu zdravlja Banja Luka,/website/bih/company/preview/96803/ENA-d-o-o-Sarajevo,ENA d.o.o. Sarajevo,"7.782,00 KM",/website/bih/company/preview/99274/JZU-Institut-za-zaštitu-zdravlja-Banja-Luka,"
									objavljen : 28.10.2013,",Testovi serologija i dijagnostički testovi i Plastika
JZU Institut za zaštitu zdravlja Banja Luka,/website/bih/company/preview/95433/SEMIKEM-d-o-o-Sarajevo,SEMIKEM d.o.o. Sarajevo,"23.137,50 KM",/website/bih/company/preview/99274/JZU-Institut-za-zaštitu-zdravlja-Banja-Luka,"
									objavljen : 28.10.2013,",Hemikalije
JZU Institut za zaštitu zdravlja Banja Luka,/website/bih/company/preview/95938/KRAJINALIJEK-a-d-Banja-Luka,KRAJINALIJEK a.d. Banja Luka,"8.655,59 KM",/website/bih/company/preview/99274/JZU-Institut-za-zaštitu-zdravlja-Banja-Luka,"
									objavljen : 28.10.2013,",Antibiogram diskovi-antibiotici
Općina Banovići,/website/bih/company/preview/102919/N-N-IVŠA-d-o-o-Orašje,N & N IVŠA d.o.o. Orašje,"164.346,00 KM",/website/bih/company/preview/96180/Općina-Banovići,"
									objavljen : 28.10.2013,",Pružanje usluge deminiranja- tehničkog izviđanja zemljišta na području općine Banovići (Seona - Kruševac i Seona- Prijevor)
Klinički centar u Tuzli,/website/bih/company/preview/94736/Alumina-d-o-o-Živinice,Alumina d.o.o. Živinice,"40.705,40 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Servisiranje alu bravarije
Općina Zenica,/website/bih/company/preview/95714/ALMY-TRANSPORT-d-o-o-Zenica,ALMY-TRANSPORT d.o.o. Zenica,"295.204,00 KM",/website/bih/company/preview/96183/Općina-Zenica,"
									objavljen : 28.10.2013,",Izvođenje radova na izgradnji objekta azila za napuštene životinje na području općine Zenica - I faza
BH-GAS d.o.o. Sarajevo,/website/bih/company/preview/96086/INTESA-SANPAOLO-BANKA-d-d-BOSNA-I-HERCEGOVINA,INTESA SANPAOLO BANKA d.d. BOSNA I HERCEGOVINA,"55.994,50 KM",/website/bih/company/preview/97304/BH-GAS-d-o-o-Sarajevo,"
									objavljen : 28.10.2013,",Produženje odobrenog limita
Klinički centar u Tuzli,/website/bih/company/preview/101787/DURMIĆ-zanatska-radnja-alatnica-Tuzla,"DURMIĆ zanatska radnja-alatnica, Tuzla","48.842,50 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Izrada elemenata kotla (po uzorku)
OPĆINA TEŠANJ,/website/bih/company/preview/99730/UNIGRADNJA-d-o-o-Tešanj,UNIGRADNJA d.o.o. Tešanj,"6.161,54 KM",/website/bih/company/preview/95790/OPĆINA-TEŠANJ,"
									objavljen : 28.10.2013,",Zimsko održavanje puteva prema usvojenom Programu (mreža lokalnih puteva Općine) u 2013/14. godini
OPĆINA TEŠANJ,/website/bih/company/preview/5089604/KM-GRADNJA-d-o-o-Tešanj,KM-GRADNJA d.o.o. Tešanj,"17.796,60 KM",/website/bih/company/preview/95790/OPĆINA-TEŠANJ,"
									objavljen : 28.10.2013,",Zimsko održavanje puteva prema usvojenom Programu (mreža lokalnih puteva Općine) u 2013/14. godini
OPĆINA TEŠANJ,/website/bih/company/preview/97023/DOBOJPUTEVI-d-d-Doboj-Jug,DOBOJPUTEVI d.d. Doboj Jug,"13.143,60 KM",/website/bih/company/preview/95790/OPĆINA-TEŠANJ,"
									objavljen : 28.10.2013,",Zimsko održavanje puteva prema usvojenom Programu (mreža lokalnih puteva Općine) u 2013/14. godini
Klinički centar u Tuzli,/website/bih/company/preview/5017023/VULKAN-d-o-o-Tuzla,VULKAN d.o.o. Tuzla,"11.836,90 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Izrada elemenata od gume po uzorku i proizvodi od silikonske gume
OPĆINA TEŠANJ,/website/bih/company/preview/97023/DOBOJPUTEVI-d-d-Doboj-Jug,DOBOJPUTEVI d.d. Doboj Jug,"158.972,00 KM",/website/bih/company/preview/95790/OPĆINA-TEŠANJ,"
									objavljen : 28.10.2013,","Realizacija projekata pumpne stanice i distributivnih cjevovoda na vodovodu Medakovo-Trepče iz Programa utroška sredstava vodnih naknada za 2013. godinu Ministarstva za poljoprivredu, šumarstvo i vodoprivredu Zeničko-dobojskog kantona"
Rudnik i termoelektrana Gacko,/website/bih/company/preview/100564/BOSNAMONTAŽ-1040-a-d-Prijedor,BOSNAMONTAŽА a.d. Prijedor,"55.560,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 28.10.2013,",Nabavka roba i radova na revitalizaciji ventilacionih mlinova
Klinički centar u Tuzli,/website/bih/company/preview/5091916/IRM-COMPANY-Tuzla,IRM COMPANY Tuzla,"21.451,60 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Sanacija za odsis i potpuh dimnih plinova
Klinički centar u Tuzli,/website/bih/company/preview/5083369/HIDROFLEKS-d-o-o-Tuzla,HIDROFLEKS d.o.o. Tuzla,"20.431,80 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,","Servis pumpi GRUNFOS, pumpi za vodu SAER, pumpi za vodu ELEKTROKOVINA, EM pogona pumpi za vodu i motora ventilatora"
Rudnik i termoelektrana Gacko,,,"23.000,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 28.10.2013,",Nabavka usluga definisanja sistema i modela proizvodnje
Klinički centar u Tuzli,/website/bih/company/preview/5083369/HIDROFLEKS-d-o-o-Tuzla,HIDROFLEKS d.o.o. Tuzla,"2.338,89 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,","Servis potapajućih pumpi, EM pogona vakum pumpi i elektro motora raznih"
MUP USK Bihać,/website/bih/company/preview/97668/HIFA-d-o-o-Tešanj,HIFA d.o.o. Tešanj,"48.205,10 KM",/website/bih/company/preview/97234/MUP-USK-Bihać,"
									objavljen : 28.10.2013,",Nabavka lož ulja za grijnu sezonu 2013/2014.godinu
LUTRIJA BIH d.o.o. Sarajevo,/website/bih/company/preview/5088813/NOVA-MREŽA-d-o-o-Mostar,NOVA MREŽA d.o.o. Mostar,"40.000,00 KM",/website/bih/company/preview/92728/LUTRIJA-BIH-d-o-o-Sarajevo,"
									objavljen : 28.10.2013,",Emitovanje spotova Lutrije BiH u informativnim i produkcijskim LUTRIJA BOSNE I HERCEGOVINEemisijama TV1
KJP SARAJEVO-ŠUME Sarajevo,/website/bih/company/preview/97893/KUNA-EXPORT-IMPORT-d-o-o-Visoko,KUNA EXPORT-IMPORT d.o.o. Visoko,"1.410,00 KM",/website/bih/company/preview/95526/KJP-SARAJEVO-ŠUME-Sarajevo,"
									objavljen : 28.10.2013,",HTZ oprema za tehničko osoblje (tehničke vindjakne i cipele)
Klinički centar u Tuzli,/website/bih/company/preview/5083369/HIDROFLEKS-d-o-o-Tuzla,HIDROFLEKS d.o.o. Tuzla,"1.127,64 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 28.10.2013,",Servisiranje EM pogona cirkulacionih pumpi
Univerzitet u Sarajevu,/website/bih/company/preview/96652/i-b-e-Junuzović-d-o-o-Kakanj,i.b.e. Junuzović d.o.o. Kakanj,"7.908,41 KM",/website/bih/company/preview/99219/Univerzitet-u-Sarajevu,"
									objavljen : 28.10.2013,",Nabavka rezervnih dijelova za pogonske on-line mjerače u Podružnicu Termoelektrana Kakanj
JP Elektroprivreda BiH d.d. Sarajevo ZD Kreka d.o.o. Tuzla,/website/bih/company/preview/94559/NGH-d-o-o-Tuzla,NGH d.o.o. Tuzla,"76.387,00 KM",/website/bih/company/preview/95575/JP-Elektroprivreda-BiH-d-d-Sarajevo-ZD-Kreka-d-o-o-Tuzla,"
									objavljen : 28.10.2013,",Rezervni dijelovi za buldožer Liebherr PR 752 ( int. br. 5 )
JP Elektroprivreda BiH d.d. Sarajevo ZD Kreka d.o.o. Tuzla,/website/bih/company/preview/97680/TREASURE-d-o-o-Zenica,TREASURE d.o.o. Zenica,"47.934,80 KM",/website/bih/company/preview/95575/JP-Elektroprivreda-BiH-d-d-Sarajevo-ZD-Kreka-d-o-o-Tuzla,"
									objavljen : 28.10.2013,",Plosnati čelici
JP Elektroprivreda BiH d.d. Sarajevo ZD Kreka d.o.o. Tuzla,/website/bih/company/preview/97680/TREASURE-d-o-o-Zenica,TREASURE d.o.o. Zenica,"10.575,00 KM",/website/bih/company/preview/95575/JP-Elektroprivreda-BiH-d-d-Sarajevo-ZD-Kreka-d-o-o-Tuzla,"
									objavljen : 28.10.2013,",Čelični profili
Izborna komisija BiH Sarajevo,/website/bih/company/preview/5030971/S-CONSALTING-d-o-o-Mostar,S CONSALTING d.o.o. Mostar,"115.225,00 KM",/website/bih/company/preview/96962/Izborna-komisija-BiH-Sarajevo,"
									objavljen : 28.10.2013,",Hardver za elektronsku i fizičku zaštitu sistema
Izborna komisija BiH Sarajevo,/website/bih/company/preview/5086016/VERSO-d-o-o-Sarajevo,VERSO d.o.o. Sarajevo,"83.900,00 KM",/website/bih/company/preview/96962/Izborna-komisija-BiH-Sarajevo,"
									objavljen : 28.10.2013,",Sala za video konferencije sa voip centralom
Izborna komisija BiH Sarajevo,/website/bih/company/preview/97029/Logo-Soft-d-o-o-Sarajevo,Logo Soft. d.o.o. Sarajevo,"209.363,00 KM",/website/bih/company/preview/96962/Izborna-komisija-BiH-Sarajevo,"
									objavljen : 28.10.2013,",Konsoldacija mrežne infrastrukture za podršku voip telefonskog sistema
Izborna komisija BiH Sarajevo,/website/bih/company/preview/5088494/DIGITARIJA-d-o-o-Sarajevo,DIGITARIJA d.o.o. Sarajevo,"7.832,00 KM",/website/bih/company/preview/96962/Izborna-komisija-BiH-Sarajevo,"
									objavljen : 28.10.2013,",Tablet uređaji
Izborna komisija BiH Sarajevo,/website/bih/company/preview/95910/SENSO-MIKRO-d-o-o-Sarajevo,SENSO MIKRO d.o.o. Sarajevo,"49.092,00 KM",/website/bih/company/preview/96962/Izborna-komisija-BiH-Sarajevo,"
									objavljen : 28.10.2013,",Računari
Općina Neum,/website/bih/company/preview/95807/H-P-INVESTING-Mostar,H.P. INVESTING Mostar,"169.934,00 KM",/website/bih/company/preview/96229/Općina-Neum,"
									objavljen : 28.10.2013,",Sanacija i rekonstrukcija lokalnih cesta općine Neum
JKP PANNONICA d.o.o. Tuzla,/website/bih/company/preview/99843/BINGO-d-o-o-Tuzla,BINGO d.o.o. Tuzla,"30.866,70 KM",/website/bih/company/preview/102968/JKP-PANNONICA-d-o-o-Tuzla,"
									objavljen : 28.10.2013,",Nabavka dodatnih prehrambenih artikala za ugostiteljstvo i ostalog potrošnog materijal za ugostiteljstvo
JKP PANNONICA d.o.o. Tuzla,/website/bih/company/preview/95483/R-S-d-o-o-Sarajevo,R&S d.o.o. Sarajevo,"4.563,20 KM",/website/bih/company/preview/102968/JKP-PANNONICA-d-o-o-Tuzla,"
									objavljen : 28.10.2013,",Nabavka potrošnog materijala za održavanje higijene
